chr	start	end	strand	gene_id	transcript_id	gene_name	gene_biotype	transcript_biotype
XVI	675977	676882	-	YPR061C	YPR061C_mRNA	YPR061C	protein_coding	protein_coding
XVI	677165	677641	+	YPR062W	YPR062W_mRNA	FCY1	protein_coding	protein_coding
XVI	677812	678320	-	YPR063C	YPR063C_mRNA	YPR063C	protein_coding	protein_coding
XVI	678951	679370	+	YPR064W	YPR064W_mRNA	YPR064W	protein_coding	protein_coding
XVI	679693	680799	+	YPR065W	YPR065W_mRNA	ROX1	protein_coding	protein_coding
XVI	681213	682112	+	YPR066W	YPR066W_mRNA	YPR066W	protein_coding	protein_coding
XVI	682220	682777	+	YPR067W	YPR067W_mRNA	YPR067W	protein_coding	protein_coding
XVI	682941	684353	-	YPR068C	YPR068C_mRNA	YPR068C	protein_coding	protein_coding
XVI	684556	685437	-	YPR069C	YPR069C_mRNA	YPR069C	protein_coding	protein_coding
XVI	685898	687598	+	YPR070W	YPR070W_mRNA	YPR070W	protein_coding	protein_coding
XVI	688172	688807	+	YPR071W	YPR071W_mRNA	YPR071W	protein_coding	protein_coding
XVI	689565	689646	+	tS(UGA)P	tS(UGA)P_tRNA	SUP16	tRNA	tRNA
XVI	690107	691789	+	YPR072W	YPR072W_mRNA	YPR072W	protein_coding	protein_coding
XVI	691933	692418	-	YPR073C	YPR073C_mRNA	YPR073C	protein_coding	protein_coding
XVI	692796	694838	-	YPR074C	YPR074C_mRNA	YPR074C	protein_coding	protein_coding
XVI	695018	695188	+	YPR074W-A	YPR074W-A_mRNA	YPR074W-A	protein_coding	protein_coding
XVI	695737	696819	-	YPR075C	YPR075C_mRNA	YPR075C	protein_coding	protein_coding
XVI	696476	696850	+	YPR076W	YPR076W_mRNA	YPR076W	protein_coding	protein_coding
XVI	697131	697502	-	YPR077C	YPR077C_mRNA	YPR077C	protein_coding	protein_coding
XVI	697147	698265	-	YPR078C	YPR078C_mRNA	YPR078C	protein_coding	protein_coding
XVI	698869	700014	+	YPR079W	YPR079W_mRNA	YPR079W	protein_coding	protein_coding
XVI	700594	701970	+	YPR080W	YPR080W_mRNA	TEF1	protein_coding	protein_coding
XVI	702114	703970	-	YPR081C	YPR081C_mRNA	YPR081C	protein_coding	protein_coding
XVI	704225	704656	-	YPR082C	YPR082C_mRNA	DIB1	protein_coding	protein_coding
XVI	704854	706593	+	YPR083W	YPR083W_mRNA	YPR083W	protein_coding	protein_coding
XVI	706972	708342	+	YPR084W	YPR084W_mRNA	YPR084W	protein_coding	protein_coding
XVI	708497	709828	-	YPR085C	YPR085C_mRNA	YPR085C	protein_coding	protein_coding
XVI	710101	711138	+	YPR086W	YPR086W_mRNA	SUA7	protein_coding	protein_coding
XVI	711354	711674	+	YPR087W	YPR087W_mRNA	YPR087W	protein_coding	protein_coding
XVI	711403	713028	-	YPR088C	YPR088C_mRNA	SRP54	protein_coding	protein_coding
XVI	713275	715941	+	YPR089W	YPR089W_mRNA	YPR089W	protein_coding	protein_coding
XVI	716156	718468	-	YPR091C	YPR091C_mRNA	YPR091C	protein_coding	protein_coding
XVI	718379	718684	+	YPR092W	YPR092W_mRNA	YPR092W	protein_coding	protein_coding
XVI	718700	718806	-	snR51	snR51_snoRNA	snR51	snoRNA	snoRNA
XVI	718887	719050	-	snR70	snR70_snoRNA	snR70	snoRNA	snoRNA
XVI	719148	719242	-	snR41	snR41_snoRNA	snR41	snoRNA	snoRNA
XVI	719558	720424	-	YPR093C	YPR093C_mRNA	YPR093C	protein_coding	protein_coding
XVI	720637	720960	+	YPR094W	YPR094W_mRNA	YPR094W	protein_coding	protein_coding
XVI	721037	724717	-	YPR095C	YPR095C_mRNA	YPR095C	protein_coding	protein_coding
XVI	724842	725144	-	YPR096C	YPR096C_mRNA	YPR096C	protein_coding	protein_coding
XVI	725394	728615	+	YPR097W	YPR097W_mRNA	YPR097W	protein_coding	protein_coding
XVI	728947	729528	-	YPR098C	YPR098C_mRNA	YPR098C	protein_coding	protein_coding
XVI	729757	730113	-	YPR099C	YPR099C_mRNA	YPR099C	protein_coding	protein_coding
XVI	729791	730213	+	YPR100W	YPR100W_mRNA	YPR100W	protein_coding	protein_coding
XVI	730492	731019	+	YPR101W	YPR101W_mRNA	SNT309	protein_coding	protein_coding
XVI	731224	731748	-	YPR102C	YPR102C_mRNA	RPL11A	protein_coding	protein_coding
XVI	732349	733212	+	YPR103W	YPR103W_mRNA	PRE2	protein_coding	protein_coding
XVI	733623	736433	-	YPR104C	YPR104C_mRNA	FHL1	protein_coding	protein_coding
XVI	736984	739569	-	YPR105C	YPR105C_mRNA	COG4	protein_coding	protein_coding
XVI	740061	741392	+	YPR106W	YPR106W_mRNA	YPR106W	protein_coding	protein_coding
XVI	741438	742064	-	YPR107C	YPR107C_mRNA	YPR107C	protein_coding	protein_coding
XVI	742454	743743	+	YPR108W	YPR108W_mRNA	YPR108W	protein_coding	protein_coding
XVI	744175	744387	+	YPR108W-A	YPR108W-A_mRNA	YPR108W-A	protein_coding	protein_coding
XVI	744284	744355	+	tT(UGU)P	tT(UGU)P_tRNA	tT(UGU)P	tRNA	tRNA
XVI	744689	745573	+	YPR109W	YPR109W_mRNA	YPR109W	protein_coding	protein_coding
XVI	745828	746835	-	YPR110C	YPR110C_mRNA	RPC40	protein_coding	protein_coding
XVI	747306	749000	+	YPR111W	YPR111W_mRNA	YPR111W	protein_coding	protein_coding
XVI	749256	751919	-	YPR112C	YPR112C_mRNA	YPR112C	protein_coding	protein_coding
XVI	752257	752919	+	YPR113W	YPR113W_mRNA	YPR113W	protein_coding	protein_coding
XVI	753301	754248	+	YPR114W	YPR114W_mRNA	YPR114W	protein_coding	protein_coding
XVI	754877	758128	+	YPR115W	YPR115W_mRNA	RGC1	protein_coding	protein_coding
XVI	758648	759481	+	YPR116W	YPR116W_mRNA	YPR116W	protein_coding	protein_coding
XVI	760025	767494	+	YPR117W	YPR117W_mRNA	YPR117W	protein_coding	protein_coding
XVI	767752	768987	+	YPR118W	YPR118W_mRNA	YPR118W	protein_coding	protein_coding
XVI	769207	769302	-	tK(UUU)P	tK(UUU)P_tRNA	tK(UUU)P	tRNA	tRNA
XVI	771653	773128	+	YPR119W	YPR119W_mRNA	YPR119W	protein_coding	protein_coding
XVI	773875	775182	-	YPR120C	YPR120C_mRNA	YPR120C	protein_coding	protein_coding
XVI	775765	775836	-	tC(GCA)P2	tC(GCA)P2_tRNA	tC(GCA)P2	tRNA	tRNA
XVI	778583	780301	+	YPR121W	YPR121W_mRNA	YPR121W	protein_coding	protein_coding
XVI	782045	785671	+	YPR122W	YPR122W_mRNA	AXL1	protein_coding	protein_coding
XVI	786141	786575	-	YPR123C	YPR123C_mRNA	YPR123C	protein_coding	protein_coding
XVI	786208	787428	+	YPR124W	YPR124W_mRNA	YPR124W	protein_coding	protein_coding
XVI	787961	789325	+	YPR125W	YPR125W_mRNA	YLH47	protein_coding	protein_coding
XVI	789077	789385	-	YPR126C	YPR126C_mRNA	YPR126C	protein_coding	protein_coding
XVI	790083	791120	+	YPR127W	YPR127W_mRNA	YPR127W	protein_coding	protein_coding
XVI	791218	792204	-	YPR128C	YPR128C_mRNA	YPR128C	protein_coding	protein_coding
XVI	792687	793736	+	YPR129W	YPR129W_mRNA	SCD6	protein_coding	protein_coding
XVI	793374	793781	-	YPR130C	YPR130C_mRNA	YPR130C	protein_coding	protein_coding
XVI	793911	794498	-	YPR131C	YPR131C_mRNA	NAT3	protein_coding	protein_coding
XVI	794965	795767	+	YPR132W	YPR132W_mRNA	RPS23B	protein_coding	protein_coding
XVI	795978	797210	-	YPR133C	YPR133C_mRNA	SPN1	protein_coding	protein_coding
XVI	797557	797709	+	YPR133W-A	YPR133W-A_mRNA	TOM5	protein_coding	protein_coding
XVI	798051	798857	+	YPR134W	YPR134W_mRNA	YPR134W	protein_coding	protein_coding
XVI	799234	802017	+	YPR135W	YPR135W_mRNA	CTF4	protein_coding	protein_coding
XVI	802325	802837	-	YPR136C	YPR136C_mRNA	YPR136C	protein_coding	protein_coding
XVI	802359	804080	+	YPR137W	YPR137W_mRNA	YPR137W	protein_coding	protein_coding
XVI	810676	810749	+	tN(GUU)P	tN(GUU)P_tRNA	tN(GUU)P	tRNA	tRNA
XVI	810984	812453	-	YPR138C	YPR138C_mRNA	YPR138C	protein_coding	protein_coding
XVI	813156	814058	-	YPR139C	YPR139C_mRNA	VPS66	protein_coding	protein_coding
XVI	814391	815536	+	YPR140W	YPR140W_mRNA	YPR140W	protein_coding	protein_coding
XVI	815734	817923	-	YPR141C	YPR141C_mRNA	KAR3	protein_coding	protein_coding
XVI	818130	818693	-	YPR142C	YPR142C_mRNA	YPR142C	protein_coding	protein_coding
XVI	818323	819075	+	YPR143W	YPR143W_mRNA	YPR143W	protein_coding	protein_coding
XVI	819529	819602	+	tI(AAU)P1	tI(AAU)P1_tRNA	tI(AAU)P1	tRNA	tRNA
XVI	819765	821423	-	YPR144C	YPR144C_mRNA	NOC4	protein_coding	protein_coding
XVI	821732	821903	+	snR45	snR45_snoRNA	snR45	snoRNA	snoRNA
XVI	822620	824338	+	YPR145W	YPR145W_mRNA	YPR145W	protein_coding	protein_coding
XVI	824690	824926	-	YPR145C-A	YPR145C-A_mRNA	YPR145C-A	protein_coding	protein_coding
XVI	825347	825676	-	YPR146C	YPR146C_mRNA	YPR146C	protein_coding	protein_coding
XVI	825645	826559	-	YPR147C	YPR147C_mRNA	YPR147C	protein_coding	protein_coding
XVI	826833	828140	-	YPR148C	YPR148C_mRNA	YPR148C	protein_coding	protein_coding
XVI	829918	830439	+	YPR149W	YPR149W_mRNA	NCE102	protein_coding	protein_coding
XVI	830999	831520	+	YPR150W	YPR150W_mRNA	YPR150W	protein_coding	protein_coding
XVI	831055	831675	-	YPR151C	YPR151C_mRNA	YPR151C	protein_coding	protein_coding
XVI	832061	833458	-	YPR152C	YPR152C_mRNA	YPR152C	protein_coding	protein_coding
XVI	833689	834245	+	YPR153W	YPR153W_mRNA	YPR153W	protein_coding	protein_coding
XVI	834565	835212	+	YPR154W	YPR154W_mRNA	PIN3	protein_coding	protein_coding
XVI	835563	837413	-	YPR155C	YPR155C_mRNA	YPR155C	protein_coding	protein_coding
XVI	837909	839777	-	YPR156C	YPR156C_mRNA	YPR156C	protein_coding	protein_coding
XVI	841266	842669	+	YPR157W	YPR157W_mRNA	YPR157W	protein_coding	protein_coding
XVI	843262	844020	+	YPR158W	YPR158W_mRNA	YPR158W	protein_coding	protein_coding
XVI	856902	856974	+	tA(AGC)P	tA(AGC)P_tRNA	tA(AGC)P	tRNA	tRNA
XVI	857583	859745	+	YPR159W	YPR159W_mRNA	KRE6	protein_coding	protein_coding
XVI	860314	860415	-	YPR159C-A	YPR159C-A_mRNA	YPR159C-A	protein_coding	protein_coding
XVI	860379	860449	+	tG(GCC)P2	tG(GCC)P2_tRNA	tG(GCC)P2	tRNA	tRNA
XVI	861306	864014	+	YPR160W	YPR160W_mRNA	YPR160W	protein_coding	protein_coding
XVI	861934	862014	+	YPR160W-A	YPR160W-A_mRNA	YPR160W-A	protein_coding	protein_coding
XVI	862577	862861	-	YPR160C-A	YPR160C-A_mRNA	YPR160C-A	protein_coding	protein_coding
XVI	864449	866422	-	YPR161C	YPR161C_mRNA	SGV1	protein_coding	protein_coding
XVI	866715	868304	-	YPR162C	YPR162C_mRNA	YPR162C	protein_coding	protein_coding
XVI	868645	869955	-	YPR163C	YPR163C_mRNA	TIF3	protein_coding	protein_coding
XVI	870703	874926	+	YPR164W	YPR164W_mRNA	MMS1	protein_coding	protein_coding
XVI	875368	875997	+	YPR165W	YPR165W_mRNA	YPR165W	protein_coding	protein_coding
XVI	876282	876629	-	YPR166C	YPR166C_mRNA	YPR166C	protein_coding	protein_coding
XVI	876847	877632	-	YPR167C	YPR167C_mRNA	YPR167C	protein_coding	protein_coding
XVI	878076	878549	+	YPR168W	YPR168W_mRNA	NUT2	protein_coding	protein_coding
XVI	878690	880168	+	YPR169W	YPR169W_mRNA	YPR169W	protein_coding	protein_coding
XVI	880296	880369	-	tI(AAU)P2	tI(AAU)P2_tRNA	tI(AAU)P2	tRNA	tRNA
XVI	882983	883318	-	YPR170C	YPR170C_mRNA	YPR170C	protein_coding	protein_coding
XVI	883239	883595	+	YPR170W-B	YPR170W-B_mRNA	YPR170W-B	protein_coding	protein_coding
XVI	883239	883457	+	YPR169W-A	YPR169W-A_mRNA	YPR169W-A	protein_coding	protein_coding
XVI	883378	883563	+	YPR170W-A	YPR170W-A_mRNA	YPR170W-A	protein_coding	protein_coding
XVI	883828	885558	+	YPR171W	YPR171W_mRNA	YPR171W	protein_coding	protein_coding
XVI	885796	886398	+	YPR172W	YPR172W_mRNA	YPR172W	protein_coding	protein_coding
XVI	886524	887837	-	YPR173C	YPR173C_mRNA	VPS4	protein_coding	protein_coding
XVI	888043	888708	-	YPR174C	YPR174C_mRNA	YPR174C	protein_coding	protein_coding
XVI	888974	891043	+	YPR175W	YPR175W_mRNA	YPR175W	protein_coding	protein_coding
XVI	891101	892078	-	YPR176C	YPR176C_mRNA	YPR176C	protein_coding	protein_coding
XVI	892313	892684	-	YPR177C	YPR177C_mRNA	YPR177C	protein_coding	protein_coding
XVI	892332	893729	+	YPR178W	YPR178W_mRNA	PRP4	protein_coding	protein_coding
XVI	893797	895764	-	YPR179C	YPR179C_mRNA	HDA3	protein_coding	protein_coding
XVI	895961	897004	+	YPR180W	YPR180W_mRNA	AOS1	protein_coding	protein_coding
XVI	897361	899667	-	YPR181C	YPR181C_mRNA	YPR181C	protein_coding	protein_coding
XVI	900194	900454	+	YPR182W	YPR182W_mRNA	SMX3	protein_coding	protein_coding
XVI	900755	901558	+	YPR183W	YPR183W_mRNA	DPM1	protein_coding	protein_coding
XVI	902044	906654	+	YPR184W	YPR184W_mRNA	YPR184W	protein_coding	protein_coding
XVI	907218	909434	+	YPR185W	YPR185W_mRNA	ATG13	protein_coding	protein_coding
XVI	909733	911022	-	YPR186C	YPR186C_mRNA	PZF1	protein_coding	protein_coding
XVI	911257	911800	+	YPR187W	YPR187W_mRNA	RPO26	protein_coding	protein_coding
XVI	911988	912479	-	YPR188C	YPR188C_mRNA	YPR188C	protein_coding	protein_coding
XVI	912664	916962	+	YPR189W	YPR189W_mRNA	SKI3	protein_coding	protein_coding
XVI	917077	919041	-	YPR190C	YPR190C_mRNA	RPC82	protein_coding	protein_coding
XVI	919381	920487	+	YPR191W	YPR191W_mRNA	QCR2	protein_coding	protein_coding
XVI	921860	922777	+	YPR192W	YPR192W_mRNA	YPR192W	protein_coding	protein_coding
XVI	922909	923379	-	YPR193C	YPR193C_mRNA	HPA2	protein_coding	protein_coding
XVI	924304	926937	-	YPR194C	YPR194C_mRNA	YPR194C	protein_coding	protein_coding
XVI	927965	928294	-	YPR195C	YPR195C_mRNA	YPR195C	protein_coding	protein_coding
XVI	931376	932788	+	YPR196W	YPR196W_mRNA	YPR196W	protein_coding	protein_coding
XVI	933898	934461	-	YPR197C	YPR197C_mRNA	YPR197C	protein_coding	protein_coding
XVI	934034	935665	+	YPR198W	YPR198W_mRNA	SGE1	protein_coding	protein_coding
XVI	938148	939032	-	YPR199C	YPR199C_mRNA	ARR1	protein_coding	protein_coding
XVI	939279	939671	-	YPR200C	YPR200C_mRNA	ARR2	protein_coding	protein_coding
XVI	939922	941136	+	YPR201W	YPR201W_mRNA	ARR3	protein_coding	protein_coding
XVI	943032	943896	+	YPR202W	YPR202W_mRNA	YPR202W	protein_coding	protein_coding
XVI	943880	944188	+	YPR203W	YPR203W_mRNA	YPR203W	protein_coding	protein_coding
XVI	944603	947701	+	YPR204W	YPR204W_mRNA	YPR204W	protein_coding	protein_coding
XVI	946856	947338	-	YPR204C-A	YPR204C-A_mRNA	YPR204C-A	protein_coding	protein_coding
XIII	461	4684	-	YML133C	YML133C_mRNA	YML133C	protein_coding	protein_coding
XIII	827	1309	+	YML133W-B	YML133W-B_mRNA	YML133W-B	protein_coding	protein_coding
XIII	1610	2185	+	YML133W-A	YML133W-A_mRNA	YML133W-A	protein_coding	protein_coding
XIII	7244	8383	+	YML132W	YML132W_mRNA	YML132W	protein_coding	protein_coding
XIII	10198	11295	+	YML131W	YML131W_mRNA	YML131W	protein_coding	protein_coding
XIII	11483	13174	-	YML130C	YML130C_mRNA	YML130C	protein_coding	protein_coding
XIII	14541	14753	-	YML129C	YML129C_mRNA	YML129C	protein_coding	protein_coding
XIII	15135	16676	-	YML128C	YML128C_mRNA	YML128C	protein_coding	protein_coding
XIII	17064	18809	+	YML127W	YML127W_mRNA	YML127W	protein_coding	protein_coding
XIII	19060	20535	-	YML126C	YML126C_mRNA	ERG13	protein_coding	protein_coding
XIII	20761	21699	-	YML125C	YML125C_mRNA	PGA3	protein_coding	protein_coding
XIII	22048	23683	-	YML124C	YML124C_mRNA	YML124C	protein_coding	protein_coding
XIII	24037	25800	-	YML123C	YML123C_mRNA	PHO84	protein_coding	protein_coding
XIII	26038	26418	-	YML122C	YML122C_mRNA	YML122C	protein_coding	protein_coding
XIII	26930	27862	+	YML121W	YML121W_mRNA	YML121W	protein_coding	protein_coding
XIII	28266	29807	-	YML120C	YML120C_mRNA	YML120C	protein_coding	protein_coding
XIII	30611	31684	+	YML119W	YML119W_mRNA	YML119W	protein_coding	protein_coding
XIII	32334	33851	+	YML118W	YML118W_mRNA	YML118W	protein_coding	protein_coding
XIII	34243	37647	+	YML117W	YML117W_mRNA	YML117W	protein_coding	protein_coding
XIII	37472	37774	+	YML116W-A	YML116W-A_mRNA	YML116W-A	protein_coding	protein_coding
XIII	38196	39824	+	YML116W	YML116W_mRNA	ATR1	protein_coding	protein_coding
XIII	40187	41794	-	YML115C	YML115C_mRNA	VAN1	protein_coding	protein_coding
XIII	42043	43575	-	YML114C	YML114C_mRNA	TAF8	protein_coding	protein_coding
XIII	44045	44791	+	YML113W	YML113W_mRNA	YML113W	protein_coding	protein_coding
XIII	45063	45953	+	YML112W	YML112W_mRNA	YML112W	protein_coding	protein_coding
XIII	46942	49704	+	YML111W	YML111W_mRNA	YML111W	protein_coding	protein_coding
XIII	50031	50954	-	YML110C	YML110C_mRNA	COQ5	protein_coding	protein_coding
XIII	51640	54468	+	YML109W	YML109W_mRNA	ZDS2	protein_coding	protein_coding
XIII	54793	55110	+	YML108W	YML108W_mRNA	YML108W	protein_coding	protein_coding
XIII	55265	56269	-	YML107C	YML107C_mRNA	YML107C	protein_coding	protein_coding
XIII	56773	57453	+	YML106W	YML106W_mRNA	URA5	protein_coding	protein_coding
XIII	57866	58687	-	YML105C	YML105C_mRNA	YML105C	protein_coding	protein_coding
XIII	58939	62322	-	YML104C	YML104C_mRNA	YML104C	protein_coding	protein_coding
XIII	62582	67549	-	YML103C	YML103C_mRNA	YML103C	protein_coding	protein_coding
XIII	67768	67938	-	snR85	snR85_snoRNA	snR85	snoRNA	snoRNA
XIII	68294	69700	+	YML102W	YML102W_mRNA	YML102W	protein_coding	protein_coding
XIII	69409	69726	-	YML101C-A	YML101C-A_mRNA	YML101C-A	protein_coding	protein_coding
XIII	69735	70088	-	YML101C	YML101C_mRNA	YML101C	protein_coding	protein_coding
XIII	70138	70311	+	YML100W-A	YML100W-A_mRNA	YML100W-A	protein_coding	protein_coding
XIII	70624	73920	+	YML100W	YML100W_mRNA	YML100W	protein_coding	protein_coding
XIII	74229	74558	+	YML099W-A	YML099W-A_mRNA	YML099W-A	protein_coding	protein_coding
XIII	74398	77040	-	YML099C	YML099C_mRNA	ARG81	protein_coding	protein_coding
XIII	77267	77770	+	YML098W	YML098W_mRNA	TAF13	protein_coding	protein_coding
XIII	78335	79690	-	YML097C	YML097C_mRNA	VPS9	protein_coding	protein_coding
XIII	79909	81486	+	YML096W	YML096W_mRNA	YML096W	protein_coding	protein_coding
XIII	81481	82113	-	YML095C	YML095C_mRNA	YML095C	protein_coding	protein_coding
XIII	82219	82620	-	YML094C-A	YML094C-A_mRNA	YML094C-A	protein_coding	protein_coding
XIII	82275	82849	+	YML094W	YML094W_mRNA	GIM5	protein_coding	protein_coding
XIII	83090	85789	+	YML093W	YML093W_mRNA	YML093W	protein_coding	protein_coding
XIII	85987	86739	-	YML092C	YML092C_mRNA	YML092C	protein_coding	protein_coding
XIII	87123	90731	-	YML091C	YML091C_mRNA	YML091C	protein_coding	protein_coding
XIII	90744	91130	+	YML090W	YML090W_mRNA	YML090W	protein_coding	protein_coding
XIII	91041	91409	-	YML089C	YML089C_mRNA	YML089C	protein_coding	protein_coding
XIII	91970	92027	+	ZOD1	ZOD1_ncRNA	ZOD1	ncRNA	ncRNA
XIII	92235	94241	+	YML088W	YML088W_mRNA	YML088W	protein_coding	protein_coding
XIII	94431	95369	-	YML087C	YML087C_mRNA	YML087C	protein_coding	protein_coding
XIII	95791	97371	-	YML086C	YML086C_mRNA	YML086C	protein_coding	protein_coding
XIII	97941	99400	-	YML085C	YML085C_mRNA	YML085C	protein_coding	protein_coding
XIII	99489	99797	+	YML084W	YML084W_mRNA	YML084W	protein_coding	protein_coding
XIII	99794	101050	-	YML083C	YML083C_mRNA	YML083C	protein_coding	protein_coding
XIII	101862	103811	+	YML082W	YML082W_mRNA	YML082W	protein_coding	protein_coding
XIII	103983	104162	-	YML081C-A	YML081C-A_mRNA	YML081C-A	protein_coding	protein_coding
XIII	104777	108532	+	YML081W	YML081W_mRNA	YML081W	protein_coding	protein_coding
XIII	108806	110077	+	YML080W	YML080W_mRNA	YML080W	protein_coding	protein_coding
XIII	110247	110852	+	YML079W	YML079W_mRNA	YML079W	protein_coding	protein_coding
XIII	111002	111550	+	YML078W	YML078W_mRNA	CPR3	protein_coding	protein_coding
XIII	111865	112344	+	YML077W	YML077W_mRNA	YML077W	protein_coding	protein_coding
XIII	112513	115347	-	YML076C	YML076C_mRNA	YML076C	protein_coding	protein_coding
XIII	115734	118898	-	YML075C	YML075C_mRNA	YML075C	protein_coding	protein_coding
XIII	120089	121324	-	YML074C	YML074C_mRNA	FPR3	protein_coding	protein_coding
XIII	123227	124172	-	YML073C	YML073C_mRNA	RPL6A	protein_coding	protein_coding
XIII	124730	129367	-	YML072C	YML072C_mRNA	YML072C	protein_coding	protein_coding
XIII	129749	131572	-	YML071C	YML071C_mRNA	COG8	protein_coding	protein_coding
XIII	131825	131896	-	tR(UCU)M2	tR(UCU)M2_tRNA	tR(UCU)M2	tRNA	tRNA
XIII	133475	135229	+	YML070W	YML070W_mRNA	YML070W	protein_coding	protein_coding
XIII	135500	137158	+	YML069W	YML069W_mRNA	YML069W	protein_coding	protein_coding
XIII	137550	138944	+	YML068W	YML068W_mRNA	YML068W	protein_coding	protein_coding
XIII	139063	140214	-	YML067C	YML067C_mRNA	YML067C	protein_coding	protein_coding
XIII	140424	141533	-	YML066C	YML066C_mRNA	YML066C	protein_coding	protein_coding
XIII	142210	144954	+	YML065W	YML065W_mRNA	YML065W	protein_coding	protein_coding
XIII	145139	145876	-	YML064C	YML064C_mRNA	YML064C	protein_coding	protein_coding
XIII	146482	147249	+	YML063W	YML063W_mRNA	RPS1B	protein_coding	protein_coding
XIII	147505	148683	-	YML062C	YML062C_mRNA	MFT1	protein_coding	protein_coding
XIII	148953	151532	-	YML061C	YML061C_mRNA	PIF1	protein_coding	protein_coding
XIII	151871	153001	+	YML060W	YML060W_mRNA	YML060W	protein_coding	protein_coding
XIII	153219	158258	-	YML059C	YML059C_mRNA	YML059C	protein_coding	protein_coding
XIII	158760	158966	+	YML058W-A	YML058W-A_mRNA	YML058W-A	protein_coding	protein_coding
XIII	159383	159697	+	YML058W	YML058W_mRNA	YML058W	protein_coding	protein_coding
XIII	160023	160412	-	YML057C-A	YML057C-A_mRNA	YML057C-A	protein_coding	protein_coding
XIII	160180	161994	+	YML057W	YML057W_mRNA	CMP2	protein_coding	protein_coding
XIII	162194	164176	-	YML056C	YML056C_mRNA	YML056C	protein_coding	protein_coding
XIII	163535	163620	-	snR54	snR54_snoRNA	snR54	snoRNA	snoRNA
XIII	164790	165326	+	YML055W	YML055W_mRNA	SPC2	protein_coding	protein_coding
XIII	165533	167308	-	YML054C	YML054C_mRNA	YML054C	protein_coding	protein_coding
XIII	167623	167781	-	YML054C-A	YML054C-A_mRNA	YML054C-A	protein_coding	protein_coding
XIII	168795	168883	+	tY(GUA)M1	tY(GUA)M1_tRNA	tY(GUA)M1	tRNA	tRNA
XIII	169116	169754	-	YML053C	YML053C_mRNA	YML053C	protein_coding	protein_coding
XIII	170402	171310	+	YML052W	YML052W_mRNA	YML052W	protein_coding	protein_coding
XIII	171594	172901	+	YML051W	YML051W_mRNA	YML051W	protein_coding	protein_coding
XIII	173139	174074	+	YML050W	YML050W_mRNA	YML050W	protein_coding	protein_coding
XIII	174220	178305	-	YML049C	YML049C_mRNA	YML049C	protein_coding	protein_coding
XIII	178426	179637	+	YML048W	YML048W_mRNA	GSF2	protein_coding	protein_coding
XIII	179893	180258	+	YML047W-A	YML047W-A_mRNA	YML047W-A	protein_coding	protein_coding
XIII	180017	181075	-	YML047C	YML047C_mRNA	YML047C	protein_coding	protein_coding
XIII	181474	183363	+	YML046W	YML046W_mRNA	YML046W	protein_coding	protein_coding
XIII	183898	183968	-	tG(GCC)M	tG(GCC)M_tRNA	tG(GCC)M	tRNA	tRNA
XIII	190244	191767	-	YML043C	YML043C_mRNA	YML043C	protein_coding	protein_coding
XIII	192788	194800	+	YML042W	YML042W_mRNA	CAT2	protein_coding	protein_coding
XIII	194913	195755	-	YML041C	YML041C_mRNA	VPS71	protein_coding	protein_coding
XIII	196068	196170	-	tP(UGG)M	tP(UGG)M_tRNA	tP(UGG)M	tRNA	tRNA
XIII	202775	204103	-	YML038C	YML038C_mRNA	YML038C	protein_coding	protein_coding
XIII	204386	205408	-	YML037C	YML037C_mRNA	YML037C	protein_coding	protein_coding
XIII	205642	206293	+	YML036W	YML036W_mRNA	YML036W	protein_coding	protein_coding
XIII	206428	208860	-	YML035C	YML035C_mRNA	AMD1	protein_coding	protein_coding
XIII	209428	209826	-	YML034C-A	YML034C-A_mRNA	YML034C-A	protein_coding	protein_coding
XIII	209525	212155	+	YML034W	YML034W_mRNA	SRC1	protein_coding	protein_coding
XIII	212515	213930	-	YML032C	YML032C_mRNA	YML032C	protein_coding	protein_coding
XIII	214086	214421	-	YML031C-A	YML031C-A_mRNA	YML031C-A	protein_coding	protein_coding
XIII	214189	216156	+	YML031W	YML031W_mRNA	YML031W	protein_coding	protein_coding
XIII	216435	216914	+	YML030W	YML030W_mRNA	YML030W	protein_coding	protein_coding
XIII	217362	219878	+	YML029W	YML029W_mRNA	YML029W	protein_coding	protein_coding
XIII	220138	220728	+	YML028W	YML028W_mRNA	TSA1	protein_coding	protein_coding
XIII	221406	222563	+	YML027W	YML027W_mRNA	YML027W	protein_coding	protein_coding
XIII	222987	223828	-	YML026C	YML026C_mRNA	RPS18B	protein_coding	protein_coding
XIII	224406	225365	-	YML025C	YML025C_mRNA	YML6	protein_coding	protein_coding
XIII	225889	226697	+	YML024W	YML024W_mRNA	RPS17A	protein_coding	protein_coding
XIII	226994	228664	-	YML023C	YML023C_mRNA	YML023C	protein_coding	protein_coding
XIII	228937	229500	+	YML022W	YML022W_mRNA	YML022W	protein_coding	protein_coding
XIII	229734	230813	-	YML021C	YML021C_mRNA	YML021C	protein_coding	protein_coding
XIII	231149	233143	+	YML020W	YML020W_mRNA	YML020W	protein_coding	protein_coding
XIII	233457	234455	+	YML019W	YML019W_mRNA	YML019W	protein_coding	protein_coding
XIII	234771	235952	-	YML018C	YML018C_mRNA	YML018C	protein_coding	protein_coding
XIII	236588	238731	+	YML017W	YML017W_mRNA	PSP2	protein_coding	protein_coding
XIII	239458	241536	-	YML016C	YML016C_mRNA	YML016C	protein_coding	protein_coding
